,mouse,date,str_name,pfc_name,Stimulus_related_firing_P_value_str,Movement_related_firing_P_value_str,Reward_related_firing_P_value_str,BG_firing_CC_with_PPD_str,BG_firing_CC_with_PPD_P_value_str,Response_magnitude_CC_with_PPD_str,Response_magnitude_CC_with_PPD_P_value_str,Stimulus_related_firing_P_value_pfc,Movement_related_firing_P_value_pfc,Reward_related_firing_P_value_pfc,BG_firing_CC_with_PPD_pfc,BG_firing_CC_with_PPD_P_value_pfc,Response_magnitude_CC_with_PPD_pfc,Response_magnitude_CC_with_PPD_P_value_pfc
118,AKED05,20210725,str_2,pfc_74,0.020412851667112316,0.0018951861159132637,1.8176424790510102e-11,-0.03090363215006041,0.5735700131395269,-0.0005522111717259266,0.9919780494671369,0.03571562559429961,0.0008983110199192205,0.5094460723959113,0.44188988044544086,2.131850487425018e-17,0.5707814012504439,2.8958391708227837e-30
119,AKED05,20210725,str_32,pfc_49,1.0,0.43764483837768986,0.7599720341347126,0.22491394058929481,3.34933839161207e-05,0.29407261763524034,4.356073767079068e-08,0.09354377569163952,0.9378218872769012,0.000779614096402712,0.23718455248957693,1.1806523429942287e-05,0.2455018780763992,5.6374063345183595e-06
120,AKED05,20210725,str_33,pfc_5,0.43671721407246467,9.720424460851184e-05,2.0118272704754468e-20,-0.17843427067998407,0.0010562398715864994,-0.21388954983534053,8.147818875547441e-05,0.0002803438379157414,0.1202281072475695,0.006070823350619161,0.22722280888381927,2.7645590724409733e-05,0.23935371797823995,9.76115254712626e-06
121,AKED05,20210725,str_34,pfc_75,0.08325752502816886,0.35870856447908694,3.935574509378283e-08,0.06653972493368786,0.22518968900361702,0.11150760217632741,0.041691018724504585,0.6631691552657315,7.5779613059275865e-06,0.0017404373528364383,0.18430960876542637,0.0007123121605738162,0.27693541671930333,2.70180123094452e-07
122,AKED05,20210725,str_39,pfc_75,0.6389146339284436,1.7332154072569636e-09,2.106762730586286e-15,0.03341192591535749,0.542851972246171,-0.029679677151730127,0.5888512421202534,0.6631691552657315,7.5779613059275865e-06,0.0017404373528364383,0.18430960876542637,0.0007123121605738162,0.27693541671930333,2.70180123094452e-07
123,AKED05,20210725,str_44,pfc_65,4.8162820682474595e-22,1.442629074424545e-26,1.4815928406428414e-09,-0.27234486163148885,4.3155246919147617e-07,-0.37698810611131905,1.0139006460643366e-12,0.5946578961410505,7.070003956443886e-06,1.8852542572473968e-05,-0.15693123650822277,0.004038921540185559,-0.1969998457999482,0.0002919202670749641
124,AKED05,20210725,str_45,pfc_41,0.6562318183397761,1.5536785753829322e-19,1.0226661273934085e-06,-0.1934622611580772,0.00037647311942728355,-0.016337848062049857,0.7660958474655061,1.0,9.329535208856055e-06,0.0026030986773250627,0.1865255492466647,0.0006120539779772948,0.22615883364132433,3.0208890514735407e-05
125,AKED05,20210725,str_48,pfc_68,0.016076922677244553,0.0019428307596553206,0.0010041448241440108,0.11319543080974265,0.03867612895551406,0.1497697756832191,0.006099847015905499,0.021669430342348122,0.11144592588235402,0.0009544654517349284,0.15655506539156303,0.004129088644538142,0.19683276729355892,0.0002954779100977894
126,AKED05,20210725,str_5,pfc_18,0.6389146339284424,8.419212009608258e-10,5.6426687270762e-13,0.07541826213486559,0.1690970741915686,0.09336149150093545,0.08846154342843349,0.00012826592916009394,0.24760401153624256,1.22646187934505e-15,0.27205844984512534,4.44221534303113e-07,0.24841720310088572,4.32331132971655e-06
127,AKED05,20210725,str_56,pfc_31,0.4931286884370719,0.00015603561230495167,4.116071783991624e-13,0.10967934356077713,0.04517782123873823,0.13103732765999318,0.016567988396018623,0.711139910433797,4.563018678111405e-15,0.08255470690248692,0.1028552708861849,0.060424366177961916,0.16182445972488543,0.0030176406789122275
128,AKED05,20210725,str_59,pfc_18,0.1926996779474638,0.341281098565845,0.05937913724690131,-0.18836899266780185,0.0005387861386113825,-0.24156802179806086,8.023371119184646e-06,0.00012826592916009394,0.24760401153624256,1.22646187934505e-15,0.27205844984512534,4.44221534303113e-07,0.24841720310088572,4.32331132971655e-06
